LICHENOLOGIST;Lichenologist
SEMINARS IN INTERVENTIONAL RADIOLOGY;Semin. Interv. Radiol.
Bundesgesundheitsblatt-Gesundheitsforschung-Gesundheitsschutz;Bundesgesundheitsblatt-Gesund.
APPLIED RADIATION AND ISOTOPES;Appl. Radiat. Isot.
PsyCh Journal;PsyCh J.
INDIANA LAW JOURNAL;Indiana Law J.
INTERNATIONAL JOURNAL OF MARKET RESEARCH;Int. J. Market Res.
GENERAL PHYSIOLOGY AND BIOPHYSICS;Gen. Physiol. Biophys.
JOURNAL OF SCHOLARLY PUBLISHING;J. Sch. Publ.
Tropical Plant Biology;Trop. Plant Biol.
MEASUREMENT AND EVALUATION IN COUNSELING AND DEVELOPMENT;Meas. Eval. Couns. Dev.
Acta Orthopaedica et Traumatologica Turcica;Acta Orthop. Traumatol. Turc.
HEALTH & SOCIAL WORK;Health Soc. Work
Advances in Differential Equations;Adv. Differ. Equat.
Urology Journal;Urol. J.
International Journal of Chemical Reactor Engineering;Int. J. Chem. React. Eng.
GFF;GFF
JOURNAL OF ENGINEERING MATHEMATICS;J. Eng. Math.
JOURNAL OF GENETIC PSYCHOLOGY;J. Genet. Psychol.
CHIMIA;Chimia
Journal of Inverse and Ill-Posed Problems;J. Inverse Ill-Posed Probl.
International Journal for Multiscale Computational Engineering;Int. J. Multiscale Comput. Eng.
Clinical Psychologist;Clin. Psychol.
NORWEGIAN JOURNAL OF GEOLOGY;Norw. J. Geol.
JOURNAL OF HEALTHCARE MANAGEMENT;J. Healthc. Manag.
JOURNAL OF MOLECULAR SPECTROSCOPY;J. Mol. Spectrosc.
JOURNAL OF ETHNICITY IN SUBSTANCE ABUSE;J. Ethn. Subst. Abuse
Journal of Superconductivity and Novel Magnetism;J. Supercond. Nov. Magn
Evolutionary Psychology;Evol. Psychol.
WORK-A Journal of Prevention Assessment & Rehabilitation;Work
JOURNAL OF BEHAVIORAL HEALTH SERVICES & RESEARCH;J. Behav. Health Serv. Res.
IEEE INSTRUMENTATION & MEASUREMENT MAGAZINE;IEEE Instrum. Meas. Mag.
RADIOCARBON;Radiocarbon
Journal of Macromolecular Science Part B-Physics;J. Macromol. Sci. Part B-Phys.
PEDIATRIC TRANSPLANTATION;Pediatr. Transplant.
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-CIVIL ENGINEERING;Proc. Inst. Civil Eng.-Civil Eng.
International Journal of Shipping and Transport Logistics;Int. J. Shipp. Transp. Logist.
International Journal of Injury Control and Safety Promotion;Int. J. Inj. Control Saf. Promot.
Geografia Fisica e Dinamica Quaternaria;Geogr. Fis. Din. Quat.
CANADIAN GEOGRAPHER-GEOGRAPHE CANADIEN;Can. Geogr.-Geogr. Can.
DISTRIBUTED AND PARALLEL DATABASES;Distrib. Parallel Databases
ARCHIVES EUROPEENNES DE SOCIOLOGIE;Arch. Eur. Sociol.
JOURNAL OF PROPULSION AND POWER;J. Propul. Power
NEW ZEALAND JOURNAL OF ECOLOGY;N. Z. J. Ecol.
EUROPEAN PHYSICAL JOURNAL B;Eur. Phys. J. B
PALAEONTOLOGIA ELECTRONICA;Palaeontol. electron.
SPE DRILLING & COMPLETION;SPE Drill. Complet.
OPEN ECONOMIES REVIEW;Open Econ. Rev.
WASHINGTON QUARTERLY;Wash. Q.
ANALES DE PEDIATRIA;An. Pediatr.
LANGUAGE AND SPEECH;Lang. Speech
Acoustics Australia;Acoust. Aust.
Journal of Sustainable Forestry;J. Sustain. For.
TRANSACTIONS OF THE INDIAN INSTITUTE OF METALS;Trans. Indian Inst. Met.
WOMENS STUDIES INTERNATIONAL FORUM;Women Stud. Int. Forum
JOURNAL OF ADOLESCENT & ADULT LITERACY;J. Adolesc. Adult Lit.
VETERINARY SURGERY;Vet. Surg.
Journal of Nanophotonics;J. Nanophotonics
NAVAL RESEARCH LOGISTICS;Nav. Res. Logist.
ACTA OTO-LARYNGOLOGICA;Acta Oto-Laryngol.
Chinese Physics B;Chin. Phys. B
COMPUTER JOURNAL;Comput. J.
INDIAN JOURNAL OF DERMATOLOGY;Indian J. Dermatol.
Applied Neuropsychology-Child;Appl. Neuropsychol.-Child
American Journal of Audiology;Am. J. Audiol.
DESIGNS CODES AND CRYPTOGRAPHY;Designs Codes Cryptogr.
Polimeros-Ciencia e Tecnologia;Polimeros
ZEITSCHRIFT FUR ANORGANISCHE UND ALLGEMEINE CHEMIE;Z. Anorg. Allg. Chem.
Education and Treatment of Children;Educ. Treat. Child.
Traffic Injury Prevention;Traffic Inj. Prev.
PERCEPTION;Perception
Qualitative Research in Accounting and Management;Qual. Res. Account. Manag.
Archives of Environmental Protection;Arch. Environ. Prot.
TURKISH JOURNAL OF BOTANY;Turk. J. Bot.
JOURNAL OF DRUG ISSUES;J. Drug Issues
IET Signal Processing;IET Signal Process.
JOURNAL OF SEISMOLOGY;J. Seismol.
JOURNAL OF MATHEMATICAL PHYSICS;J. Math. Phys.
Journal of Semantics;J. Semant.
International Journal of Central Banking;Int. J. Cent. Bank.
Psychology of Learning and Motivation;Psychol. Learn. Motiv.
X-RAY SPECTROMETRY;X-Ray Spectrom.
Tropical Plant Pathology;Trop. Plant Pathol.
CONSTRUCTIVE APPROXIMATION;Constr. Approx.
Logopedics Phoniatrics Vocology;Logop. Phoniatr. Vocology.
JOURNAL OF FUSION ENERGY;J. Fusion Energy
COMPUTER SYSTEMS SCIENCE AND ENGINEERING;Comput. Syst. Sci. Eng.
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART D-JOURNAL OF AUTOMOBILE ENGINEERING;Proc. Inst. Mech. Eng. Part D-J. Automob. Eng.
SAUDI MEDICAL JOURNAL;Saudi Med. J.
TOPICS IN LANGUAGE DISORDERS;Top. Lang. Disord.
JOURNAL OF EMERGENCY MEDICINE;J. Emerg. Med.
Journal of Earthquake and Tsunami;J. Earthq. Tsunami
Journal of European Integration;J. Eur. Integr.
CHINESE PHYSICS LETTERS;Chin. Phys. Lett.
Medical Dosimetry;Med. Dosim.
EUROPEAN JOURNAL OF HORTICULTURAL SCIENCE;Eur. J. Hortic. Sci.
RUSSIAN JOURNAL OF PLANT PHYSIOLOGY;Russ. J. Plant Physiol.
PATTERNS OF PREJUDICE;Patterns Prejudice
POST-COMMUNIST ECONOMIES;Post-Communist Econ.
PSYCHOANALYTIC PSYCHOLOGY;Psychoanal. Psychol.
China Review-An Interdisciplinary Journal on Greater China;China Rev.
JAPANESE JOURNAL OF APPLIED PHYSICS;Jpn. J. Appl. Phys.
JOURNAL OF MATHEMATICAL SOCIOLOGY;J. Math. Sociol.
ACM Transactions on Storage;ACM Trans. Storage
GEODIVERSITAS;Geodiversitas
NATION;Nation
Neuroethics;Neuroethics
Astin Bulletin;Astin Bull.
JOURNAL OF REAL ESTATE FINANCE AND ECONOMICS;J. Real Estate Financ. Econ.
INTERNATIONAL JOURNAL OF REHABILITATION RESEARCH;Int. J. Rehabil. Res.
JOURNAL OF COMPUTATIONAL BIOLOGY;J. Comput. Biol.
EXPOSITIONES MATHEMATICAE;Expo. Math.
CLAY MINERALS;Clay Min.
JOURNAL OF PRAGMATICS;J. Pragmat.
JOURNAL OF AGRICULTURAL SCIENCE;J. Agric. Sci.
JOURNAL OF DIFFERENCE EQUATIONS AND APPLICATIONS;J. Differ. Equ. Appl.
BULLETIN OF THE GEOLOGICAL SOCIETY OF DENMARK;Bull. Geol. Soc. Den.
International Journal of Human Rights;Int. J. Hum. Rights
Journal of Postgraduate Medicine;J. Postgrad. Med.
Journal of Addictions Nursing;J. Addict. Nurs.
ANIMAL BIOLOGY;Anim. Biol.
Infants & Young Children;Infants Young Child.
CHILDS NERVOUS SYSTEM;Childs Nerv. Syst.
PEDIATRIC AND DEVELOPMENTAL PATHOLOGY;Pediatr. Dev. Pathol.
Quaestiones Mathematicae;Quaest. Math.
Science of Advanced Materials;Sci. Adv. Mater.
Mathematical Modelling and Analysis;Math. Model. Anal.
BELGIAN JOURNAL OF ZOOLOGY;Belg. J. Zool.
Journal of the South African Veterinary Association;J. S. Afr. Vet. Assoc.
WILDLIFE BIOLOGY;Wildlife Biol.
Geoscientific Instrumentation Methods and Data Systems;Geosci. Instrum. Methods Data Syst.
JOURNAL OF MULTIVARIATE ANALYSIS;J. Multivar. Anal.
Archives of Rheumatology;Arch. Rheumatol.
JOURNAL OF PALEONTOLOGY;J. Paleontol.
Ardeola-International Journal of Ornithology;Ardeola
Journal of Thermal Science and Engineering Applications;J. Therm. Sci. Eng. Appl.
INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING;Int. J. Softw. Eng. Knowl. Eng.
JOURNAL OF MODERN AFRICAN STUDIES;J. Mod. Afr. Stud.
BEHAVIOUR CHANGE;Behav. Change
Tree-Ring Research;Tree-Ring Res.
BRITISH JOURNAL FOR THE HISTORY OF SCIENCE;Br. J. Hist. Sci.
GEOTECHNICAL TESTING JOURNAL;Geotech. Test. J.
Research in Astronomy and Astrophysics;Res. Astron. Astrophys.
Transport;Transport
JOURNAL OF LARYNGOLOGY AND OTOLOGY;J. Laryngol. Otol.
ANNALS OF NONINVASIVE ELECTROCARDIOLOGY;Ann. Noninvasive Electrocardiol.
JOURNAL OF PHASE EQUILIBRIA AND DIFFUSION;J. Phase Equilib. Diffus.
CELLULOSE CHEMISTRY AND TECHNOLOGY;Cell Chem. Technol.
STOCHASTIC PROCESSES AND THEIR APPLICATIONS;Stoch. Process. Their Appl.
International Journal of Immunogenetics;Int. J. Immunogenet.
CULTURE & PSYCHOLOGY;Cult. Psychol.
ANNALS OF VASCULAR SURGERY;Ann. Vasc. Surg.
Iranian Journal of Science and Technology-Transactions of Civil Engineering;Iran. J. Sci. Technol.-Trans. Civ. Eng.
REVISTA PANAMERICANA DE SALUD PUBLICA-PAN AMERICAN JOURNAL OF PUBLIC HEALTH;Rev. Panam. Salud Publica
Climate Change Economics;Clim. Chang. Econ.
PLANT PROTECTION SCIENCE;Plant Prot. Sci.
JOURNAL OF MODERN OPTICS;J. Mod. Opt.
Iranian Journal of Allergy Asthma and Immunology;Iran. J. Allergy Asthma Immunol.
SOUTH AFRICAN JOURNAL OF GEOLOGY;S. Afr. J. Geol.
International Journal for Educational and Vocational Guidance;Int. J. Educ. Vocat. Guid.
SEXUALITY AND DISABILITY;Sex. Disabil.
INTERNATIONAL JOURNAL OF CHEMICAL KINETICS;Int. J. Chem. Kinet.
Journal of Plastic Surgery and Hand Surgery;J. Plast. Surg. Hand Surg.
Japanese Journal of Mathematics;Jap. J. Math.
PUBLIC HEALTH NURSING;Public Health Nurs.
BIOLOGY & PHILOSOPHY;Biol. Philos.
JOURNAL OF THE GEOLOGICAL SOCIETY OF INDIA;J. Geol. Soc. India
JOURNAL OF ECONOMIC THEORY;J. Econ. Theory
Primary Health Care Research and Development;Prim. Health Care Res. Dev.
REVISTA BRASILEIRA DE PARASITOLOGIA VETERINARIA;Rev. Bras. Parasitol. Vet.
Journal of Health Organization and Management;J. Health Organ. Manag.
International Journal of Physical Modelling in Geotechnics;Int. J. Phys. Model. Geotech.
Journal of Public Economic Theory;J. Public. Econ. Theory.
COMPOSITIO MATHEMATICA;Compos. Math.
Culture Education;Cult. Educ.
MONTHLY LABOR REVIEW;Mon. Labor Rev.
Journal of Economic Interaction and Coordination;J. Econ. Interact. Coord.
Entertainment Computing;Entertain. Comput.
HORTSCIENCE;Hortscience
Asian Economic Policy Review;Asian Econ. Policy. Rev.
NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT;Nucl. Instrum. Methods Phys. Res. Sect. A-Accel. Spectrom. Dect. Assoc. Equip.
ANNALES SCIENTIFIQUES DE L ECOLE NORMALE SUPERIEURE;Ann. Sci. Ec. Norm. Super.
TEXAS HEART INSTITUTE JOURNAL;Tex. Heart Inst. J.
PEDIATRIC EMERGENCY CARE;Pediatr. Emerg. Care
SPORT PSYCHOLOGIST;Sport Psychol.
FUSION ENGINEERING AND DESIGN;Fusion Eng. Des.
ELECTRONIC LIBRARY;Electron. Libr.
PHASE TRANSITIONS;Phase Transit.
PACIFIC AFFAIRS;Pac. Aff.
JOURNAL OF GENERAL AND APPLIED MICROBIOLOGY;J. Gen. Appl. Microbiol.
Signs and Society;Signs Soc.
Statistics in Biopharmaceutical Research;Stat. Biopharm. Res.
Kinesiology;Kinesiology
TURKISH JOURNAL OF BIOLOGY;Turk. J. Biol.
JOURNAL OF APPLIED BOTANY AND FOOD QUALITY;J. Appl. Bot. Food Qual.
GEOPHYSICAL AND ASTROPHYSICAL FLUID DYNAMICS;Geophys. Astrophys. Fluid Dyn.
MONATSHEFTE FUR CHEMIE;Mon. Chem.
Revista de Investigacion Clinica-Clinical and Translational Investigation;Rev. Investig. Clin.
TRANSACTIONS OF THE CANADIAN SOCIETY FOR MECHANICAL ENGINEERING;Trans. Can. Soc. Mech. Eng.
WORLD ECONOMY;World Econ.
JOURNAL OF GENERAL PLANT PATHOLOGY;J. Gen. Plant Pathol.
Systems Engineering;Syst. Eng.
JOURNAL OF HEALTH CARE FOR THE POOR AND UNDERSERVED;J. Health Care Poor Underserved
Occupational Therapy International;Occup. Ther. Int.
WATER QUALITY RESEARCH JOURNAL OF CANADA;Water Qual. Res. J. Canada
Asia-Pacific Journal of Chemical Engineering;Asia-Pac. J. Chem. Eng.
ANNALS OF AGRICULTURAL AND ENVIRONMENTAL MEDICINE;Ann. Agr. Env. Med.
KOREA-AUSTRALIA RHEOLOGY JOURNAL;Korea-Aust. Rheol. J.
FACIAL PLASTIC SURGERY;Facial Plast. Surg.
ADVANCED NONLINEAR STUDIES;Adv. Nonlinear Stud.
E & M Ekonomie a Management;E M Ekon. Manag.
BLOOD PRESSURE MONITORING;Blood Press. Monit.
Social Justice Research;Soc. Justice Res.
Annals of Dermatology;Ann. Dermatol.
Homeopathy;Homeopathy
Annals of Telecommunications;Ann. Telecommun.
Notulae Botanicae Horti Agrobotanici Cluj-Napoca;Not. Bot. Horti Agrobot. Cluj-Na.
JAPANESE PSYCHOLOGICAL RESEARCH;Jpn. Psychol. Res.
LAKE AND RESERVOIR MANAGEMENT;Lake Reserv. Manag.
HERZ;Herz
JOURNAL OF THE ROYAL ANTHROPOLOGICAL INSTITUTE;J. R. Anthropol. Inst.
NEMATOLOGY;Nematology
Revista Latino-Americana de Enfermagem;Rev. Latino-Am. Enfermagem
Development Southern Africa;Dev. South. Afr.
ZYGOTE;Zygote
International Food and Agribusiness Management Review;Int. Food Agribus. Manag. Rev.
Women & Criminal Justice;Women Crim. Justice
Methods in Cell Biology;Methods Cell Biol.
RADIOCHIMICA ACTA;Radiochim. Acta
SOUTH AFRICAN JOURNAL OF PSYCHOLOGY;South Afr. J. Psychol.
Annual Review of Applied Linguistics;Annu. Rev. Appl. Linguist.
ACTA PARASITOLOGICA;Acta Parasitolog.
JOURNAL OF APPLIED ANIMAL WELFARE SCIENCE;J. Appl. Anim. Welf. Sci.
CORONARY ARTERY DISEASE;Coronary Artery Dis.
JOURNAL OF POST KEYNESIAN ECONOMICS;J. Post Keynes. Econ.
SPIN;SPIN
Language Culture and Curriculum;Lang. Cult. Curric.
PHYTOPARASITICA;Phytoparasitica
JOURNAL OF ELECTROCARDIOLOGY;J. Electrocardiol.
ICHNOS-AN INTERNATIONAL JOURNAL FOR PLANT AND ANIMAL TRACES;Ichnos
NEW ZEALAND JOURNAL OF FORESTRY SCIENCE;N. Z. J. Forest. Sci.
JOURNAL OF MANIPULATIVE AND PHYSIOLOGICAL THERAPEUTICS;J. Manip. Physiol. Ther.
CRIME LAW AND SOCIAL CHANGE;Crime Law Soc. Change
MILITARY MEDICINE;Milit. Med.
TOXICOLOGICAL AND ENVIRONMENTAL CHEMISTRY;Toxicol Environ. Chem.
GEOCHEMISTRY-EXPLORATION ENVIRONMENT ANALYSIS;Geochem.-Explor. Environ. Anal.
AFRICAN ZOOLOGY;Afr. Zool.
Journal of Astronomical Telescopes Instruments and Systems;J. Astron. Telesc. Instrum. Syst.
NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT;North Am. J. Fish Manage.
Scientia Iranica;Sci. Iran.
CANADIAN JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING-REVUE CANADIENNE DE GENIE ELECTRIQUE ET INFORMATIQUE;Can. J. Electr. Comp. Eng.-Rev. Can. Genie Electr. Inform.
NEOTROPICAL ENTOMOLOGY;Neotrop. Entomol.
Water Policy;Water Policy
INTERFACES;Interfaces
Nations and Nationalism;Nations Natl.
FARMACIA;Farmacia
CLEFT PALATE-CRANIOFACIAL JOURNAL;Cleft Palate-Craniofac. J.
GEOLOGICA ACTA;Geol. Acta
Theoretical Ecology;Theor. Ecol.
Ecological Restoration;Ecol. Restor.
Law & Policy;Law Policy
RUSSIAN JOURNAL OF MATHEMATICAL PHYSICS;Russ. J. Math. Phys.
Kinetic and Related Models;Kinet. Relat. Mod.
AUTONOMOUS AGENTS AND MULTI-AGENT SYSTEMS;Auton. Agents Multi-Agent Syst.
ACTA OCEANOLOGICA SINICA;Acta Oceanol. Sin.
LIMNETICA;Limnetica
RADIO SCIENCE;Radio Sci.
SYSTEMATIC PARASITOLOGY;Syst. Parasitol.
HIGH PRESSURE RESEARCH;High Pressure Res.
JOURNAL OF CRUSTACEAN BIOLOGY;J. Crustac. Biol.
AUSTRALASIAN PHYSICAL & ENGINEERING SCIENCES IN MEDICINE;Australas. Phys. Eng. Sci. Med.
PSYCHOTHERAPIE PSYCHOSOMATIK MEDIZINISCHE PSYCHOLOGIE;Psychother. Psychosom. Med. Psychol.
EAST EUROPEAN POLITICS AND SOCIETIES;East Eur. Polit. Soc.
Early Child Development and Care;Early Child Dev. Care
STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE;Stud. Hist. Philos. Sci.
JOURNAL OF CHILD LANGUAGE;J. Child Lang.
Iranian Journal of Public Health;Iran J. Public Health
APPLICABLE ANALYSIS;Appl. Anal.
Psicologia-Reflexao e Critica;Psicol.-Reflex. Crit.
AIMS Mathematics;AIMS Math.
ORGANIZATIONAL DYNAMICS;Organ. Dyn.
AFRICAN JOURNAL OF ECOLOGY;Afr. J. Ecol.
ZEITSCHRIFT FUR NATURFORSCHUNG SECTION A-A JOURNAL OF PHYSICAL SCIENCES;Z. Naturfors. Sect. A-J. Phys. Sci.
Swiss Journal of Palaeontology;Swiss J. Palaeontol.
Postepy w Kardiologii Interwencyjnej;Postep. Kardiol. Interwencyjnej
EUROPEAN PHYSICAL JOURNAL D;Eur. Phys. J. D
JOURNAL OF POULTRY SCIENCE;J. Poult. Sci.
FLORIDA ENTOMOLOGIST;Fla. Entomol.
Mires and Peat;Mires Peat
JOURNAL OF DYNAMICAL AND CONTROL SYSTEMS;J. Dyn. Control Syst.
FAMILY & COMMUNITY HEALTH;Fam. Community Health
ASIAN JOURNAL OF SOCIAL PSYCHOLOGY;Asian J. Soc. Psychol.
JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION;J. Stat. Comput. Simul.
NETHERLANDS JOURNAL OF MEDICINE;Neth. J. Med.
MOTOR CONTROL;Motor Control
SYSTEMATIC AND APPLIED ACAROLOGY;Syst. Appl. Acarol.
ZOO BIOLOGY;Zoo Biol.
REGULAR & CHAOTIC DYNAMICS;Regul. Chaotic Dyn.
ACM Journal on Emerging Technologies in Computing Systems;ACM J. Emerg. Technol. Comput. Syst.
ARQUIVOS DE NEURO-PSIQUIATRIA;Arq. Neuro-Psiquiatr.
JOURNAL OF ENGINEERING MATERIALS AND TECHNOLOGY-TRANSACTIONS OF THE ASME;J. Eng. Mater. Technol.-Trans. ASME
Qualitative Theory of Dynamical Systems;Qual. Theor. Dyn. Syst.
MEDICAL HISTORY;Med. Hist.
Japan Journal of Nursing Science;Jpn. J. Nurs. Sci.
REVISTA MEXICANA DE ASTRONOMIA Y ASTROFISICA;Rev. Mex. Astron. Astrofis.
WILDFOWL;WILDFOWL
International Journal of Applied Mathematics and Computer Science;Int. J. Appl. Math. Comput. Sci.
Endocrinologia Diabetes y Nutricion;Endocrinol. Diabetes Nutr.
JOURNAL OF FAMILY THERAPY;J. Fam. Ther.
International Perspectives on Sexual and Reproductive Health;Int. Perspect. Sex Reprod. Health
POTENTIAL ANALYSIS;Potential Anal.
JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B;J. Vac. Sci. Technol. B
PERSPECTIVES IN BIOLOGY AND MEDICINE;Perspect. Biol. Med.
Journal of Instrumentation;J. Instrum.
SIAM JOURNAL ON COMPUTING;SIAM J. Comput.
ACM Transactions on Asian and Low-Resource Language Information Processing;ACM Trans. Asian Low-Resour. Lang. Inf. Process.
Workplace Health & Safety;Workplace Health Saf.
EUROPEAN JOURNAL OF APPLIED MATHEMATICS;Eur. J. Appl. Math.
Acta Montanistica Slovaca;Acta. Montan. Slovaca.
Field Methods;Field Methods
Mining Metallurgy & Exploration;Mining Metall. Explor.
SCIENCE OF SINTERING;Sci. Sinter.
MCN-The American Journal of Maternal-Child Nursing;MCN-Am. J. Matern.-Child Nurs.
TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY;Trans. Am. Math. Soc.
INDIAN PEDIATRICS;Indian Pediatrics
AUSTRALIAN JOURNAL OF INTERNATIONAL AFFAIRS;Aust. J. Int. Aff.
Biomedical Engineering-Biomedizinische Technik;Biomed. Eng.-Biomed. Tech.
PalZ;PalZ
ACTA PETROLOGICA SINICA;Acta Petrol. Sin.
CONGENITAL ANOMALIES;Congenit. Anom.
International Journal of Wavelets Multiresolution and Information Processing;Int. J. Wavelets Multiresolut.  Inf. Process.
JOURNAL OF EMPLOYMENT COUNSELING;J. Employ. Couns.
Extremes;Extremes
MINERALS & METALLURGICAL PROCESSING;Miner. Metall. Process.
Journal of Minimal Access Surgery;J. Minimal Access Surg.
Revista Espanola de Derecho Constitucional;Rev. Esp. Derecho Const.
Revista Internacional de Medicina y Ciencias de la Actividad Fisica y del Deporte;Rev. Int. Med. Cienc. Act. Fis. Dep.
TRANSFUSION CLINIQUE ET BIOLOGIQUE;Transfu. Clin. Biol.
Palaeobiodiversity and Palaeoenvironments;Palaeobiodiversity Palaeoenvironments
Algorithms for Molecular Biology;Algorithms. Mol. Biol.
Journal of Applied Fluid Mechanics;J. Appl. Fluid Mech.
BIOTA NEOTROPICA;Biota Neotrop.
JOURNAL OF APPLIED STATISTICS;J. Appl. Stat.
ARTS IN PSYCHOTHERAPY;Arts Psychother.
APPLIED ENTOMOLOGY AND ZOOLOGY;Appl. Entomol. Zoolog.
JOURNAL OF TURBULENCE;J. Turbul.
Journal of Engineering Thermophysics;J. Eng. Thermophys.
JOURNAL OF NEMATOLOGY;J. Nematol.
COPEIA;Copeia
JOURNAL OF PEDIATRIC OPHTHALMOLOGY & STRABISMUS;J. Pediatr. Ophthalmol. Strabismus.
LINEAR ALGEBRA AND ITS APPLICATIONS;Linear Alg. Appl.
PUBLIC CULTURE;Public Cult.
Palaeontographica Abteilung B-Palaeophytologie Palaeobotany-Palaeophytology;Palaeontogr. Abt. B-Palaophytol.
Early Years;Early Years
Mediterranean Journal of Mathematics;Mediterr. J. Math.
Asia-Pacific Journal of Public Health;Asia-Pac. J. Public Health
NEUROLOGIST;Neurologist
JOURNAL OF BACK AND MUSCULOSKELETAL REHABILITATION;J. Back Musculoskelet. Rehabil.
ALCHERINGA;Alcheringa
International Journal of Numerical Analysis and Modeling;Int. J. Numer. Anal. Model.
Leiden Journal of International Law;Leiden J. Int. Law
JOURNAL OF COMPLEXITY;J. Complex.
Differential and Integral Equations;Differ. Integral Equ.
CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE;Can. J. Agric. Econ.-Rev. Can. Agroecon.
SCANDINAVIAN JOURNAL OF STATISTICS;Scand. J. Stat.
JOURNAL OF SHELLFISH RESEARCH;J. Shellfish Res.
Chinese Journal of International Law;Chin. J. Int. Law
JOURNAL OF TROPICAL ECOLOGY;J. Trop. Ecol.
JOURNAL OF RADIOLOGICAL PROTECTION;J. Radiol. Prot.
JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM;J. Mar. Biol. Assoc. U.K.
Violence and Victims;Violence Vict.
International Journal of Paleopathology;Int. J. Paleopathol.
RAIRO-OPERATIONS RESEARCH;Rairo-Oper. Res.
International Journal of Forensic Mental Health;Int. J. Forensic Ment. Health
DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS;Discret. Contin. Dyn. Syst.
PeerJ Computer Science;PeerJ Comput. Sci.
MICROWAVE AND OPTICAL TECHNOLOGY LETTERS;Microw. Opt. Technol. Lett.
JOURNAL OF ETHNOBIOLOGY;J. Ethnobiol.
Journal of the Korean Astronomical Society;J. Korean Astron. Soc.
FOUNDATIONS OF PHYSICS;Found. Phys.
ORTHOPEDICS;Orthopedics
International Journal for Lesson and Learning Studies;Int. J. Lesson Learn Stud.
CIENCIA E AGROTECNOLOGIA;Cienc. Agrotec.
SOUTHERN CALIFORNIA LAW REVIEW;South. Calif. Law Rev.
INTERFACES AND FREE BOUNDARIES;Interface Free Bound.
CHEMISTRY LETTERS;Chem. Lett.
Proceedings of the Institution of Mechanical Engineers Part M-Journal of Engineering for the Maritime Environment;Proc. Inst. Mech. Eng. Part M- J. Eng. Marit. Environ.
MATERIALS TRANSACTIONS;Mater. Trans.
Acta Cirurgica Brasileira;Acta Cir. Bras.
Disaster Medicine and Public Health Preparedness;Dis. Med. Public Health Prep.
Asia-Pacific Journal of Accounting & Economics;Asia-Pac. J. Account. Econ.
ASTRONOMY LETTERS-A JOURNAL OF ASTRONOMY AND SPACE ASTROPHYSICS;Astron. Lett.-J. Astron. Space Astrophys.
Annals of Indian Academy of Neurology;Ann. Indian Acad. Neurol.
SOCIAL WORK RESEARCH;Soc. Work Res.
International Journal of Exergy;Int. J. Exergy
Journal of Mining and Metallurgy Section B-Metallurgy;J. Min. Metall. Sect. B-Metall.
Journal of Behavioral and Experimental Economics;J. Behav. Exp. Econ.
INTERNATIONAL JOURNAL OF PARALLEL PROGRAMMING;Int. J. Parallel Program.
COMPUTER AIDED GEOMETRIC DESIGN;Comput. Aided Geom. Des.
AQUATIC MAMMALS;Aquat. Mamm.
INTERNATIONAL JOURNAL OF MODERN PHYSICS A;Int. J. Mod. Phys. A
NUCLEOSIDES NUCLEOTIDES & NUCLEIC ACIDS;Nucleosides Nucleotides Nucleic Acids
BIOCHEMICAL SYSTEMATICS AND ECOLOGY;Biochem. Syst. Ecol.
NUCLEAR SCIENCE AND ENGINEERING;Nucl. Sci. Eng.
ELECTROCHEMISTRY;Electrochemistry
ARCHIVES OF MECHANICS;Arch. Mech.
CANADIAN JOURNAL OF CIVIL ENGINEERING;Can. J. Civ. Eng.
NUKLEARMEDIZIN-NUCLEAR MEDICINE;Nuklearmedizin
WETLANDS ECOLOGY AND MANAGEMENT;Wetl. Ecol. Manag.
GENEVA PAPERS ON RISK AND INSURANCE-ISSUES AND PRACTICE;Geneva Pap. Risk Insur.-Issues Pract.
ARCHAEOLOGY IN OCEANIA;Archaeol. Ocean.
JOURNAL OF SOCIAL WORK EDUCATION;J. Soc. Work Educ.
JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS;J. Agric. Resour. Econ.
SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL;Simul.-Trans. Soc. Model. Simul. Int.
NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS;Nucl. Instrum. Methods Phys. Res. Sect. B-Beam Interact. Mater. Atoms
